city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount (R$)
Belo Horizonte,175,3,2,2,9,acept,not furnished,2400
São Paulo,400,4,4,4,9,acept,not furnished,9000
São Paulo,260,3,4,3,-,acept,not furnished,5000
Rio de Janeiro,80,2,1,0,3,not acept,not furnished,1100
São Paulo,190,3,3,4,-,acept,furnished,4500
Rio de Janeiro,65,1,1,0,1,acept,not furnished,1800
São Paulo,50,1,1,0,-,not acept,not furnished,1250
São Paulo,136,3,3,2,8,not acept,furnished,8900
São Paulo,96,3,3,2,8,acept,not furnished,1710
Belo Horizonte,155,4,1,2,4,acept,not furnished,3350
São Paulo,384,5,5,3,13,acept,not furnished,8000
Rio de Janeiro,144,3,2,0,2,acept,furnished,5500
São Paulo,135,3,3,2,7,not acept,not furnished,13800
São Paulo,25,1,1,0,-,not acept,not furnished,1000
Rio de Janeiro,55,2,1,0,4,acept,not furnished,2200
São Paulo,250,3,3,2,-,not acept,furnished,7000
São Paulo,66,2,1,1,5,not acept,not furnished,2140
Belo Horizonte,240,4,4,6,13,not acept,not furnished,15000
São Paulo,176,4,5,0,1,acept,furnished,9500
Rio de Janeiro,88,3,2,1,6,acept,not furnished,3500
Rio de Janeiro,70,2,1,1,9,acept,not furnished,2600
São Paulo,127,2,2,3,-,acept,not furnished,2600
São Paulo,201,3,5,3,2,not acept,furnished,10000
Campinas,60,2,1,1,8,not acept,furnished,3250
São Paulo,42,1,1,1,7,not acept,furnished,2800
Porto Alegre,65,2,1,1,2,acept,not furnished,1400
Belo Horizonte,20,1,1,1,-,acept,furnished,1100
Rio de Janeiro,118,3,2,0,4,not acept,not furnished,2550
São Paulo,98,3,5,1,10,acept,not furnished,5510
São Paulo,505,3,5,0,12,not acept,not furnished,8600
Rio de Janeiro,110,3,1,2,7,acept,not furnished,5000
Porto Alegre,75,2,2,1,3,acept,furnished,2100
São Paulo,50,1,1,0,-,not acept,not furnished,750
Porto Alegre,93,2,1,0,4,not acept,not furnished,800
São Paulo,230,4,6,4,12,acept,not furnished,3000
Belo Horizonte,300,4,3,3,8,acept,not furnished,5000
Belo Horizonte,80,3,2,2,8,acept,not furnished,1450
São Paulo,144,4,4,4,3,acept,not furnished,4900
São Paulo,299,3,3,3,1,acept,not furnished,1942
São Paulo,168,4,3,3,5,acept,not furnished,13000
Rio de Janeiro,120,3,2,0,7,acept,not furnished,1450
São Paulo,135,3,2,1,-,acept,not furnished,2900
Rio de Janeiro,39,1,1,0,3,acept,not furnished,980
São Paulo,211,2,2,2,-,acept,not furnished,4500
Porto Alegre,160,2,3,2,-,acept,furnished,5200
São Paulo,60,2,1,1,5,acept,not furnished,1150
Campinas,45,1,1,1,9,not acept,furnished,1900
São Paulo,120,3,3,2,-,acept,not furnished,2900
Campinas,136,4,5,3,6,acept,furnished,3579
São Paulo,140,2,2,2,8,acept,furnished,3990
São Paulo,380,4,5,4,5,acept,furnished,4080
São Paulo,62,2,1,1,13,acept,not furnished,2200
São Paulo,35,1,1,1,5,not acept,furnished,3290
São Paulo,100,4,3,0,4,acept,furnished,4280
Campinas,60,1,1,1,-,acept,not furnished,1300
Rio de Janeiro,95,2,1,0,-,acept,not furnished,2000
São Paulo,25,1,1,0,1,not acept,not furnished,1200
Belo Horizonte,255,3,2,4,-,not acept,not furnished,2800
Campinas,180,3,3,3,7,acept,not furnished,7600
São Paulo,59,2,1,1,12,acept,not furnished,1510
São Paulo,420,3,3,4,7,acept,not furnished,12000
São Paulo,125,3,3,3,1,acept,not furnished,5000
São Paulo,80,2,1,0,1,acept,not furnished,1800
Campinas,37,1,1,0,4,not acept,furnished,742
São Paulo,110,3,3,2,18,acept,not furnished,2200
São Paulo,150,4,2,2,-,acept,not furnished,3100
Rio de Janeiro,31,1,1,0,5,not acept,not furnished,1750
Belo Horizonte,100,3,2,1,5,acept,not furnished,1500
São Paulo,100,2,2,0,1,not acept,not furnished,1710
Rio de Janeiro,56,2,2,0,1,not acept,furnished,2500
Belo Horizonte,75,3,1,1,1,not acept,not furnished,1100
São Paulo,166,2,1,5,-,acept,furnished,2200
Porto Alegre,129,3,3,0,2,acept,not furnished,3800
São Paulo,80,3,1,0,-,acept,not furnished,6000
São Paulo,204,3,2,2,2,acept,not furnished,7000
São Paulo,303,3,3,4,4,acept,furnished,10250
São Paulo,221,4,4,4,17,not acept,not furnished,12830
Porto Alegre,75,3,1,0,3,acept,not furnished,1080
Campinas,44,1,1,0,4,acept,not furnished,520
São Paulo,50,2,1,1,8,acept,not furnished,1100
São Paulo,95,3,3,2,16,not acept,furnished,3150
Porto Alegre,75,2,1,0,10,acept,furnished,1020
São Paulo,48,1,1,1,6,acept,not furnished,2200
Belo Horizonte,114,3,2,2,8,not acept,not furnished,3500
Campinas,75,2,2,2,6,acept,not furnished,2000
São Paulo,220,3,3,2,14,not acept,furnished,6300
São Paulo,100,4,3,2,2,acept,not furnished,2500
Rio de Janeiro,380,3,4,3,13,not acept,furnished,15000
Rio de Janeiro,50,1,1,0,8,not acept,furnished,1850
Belo Horizonte,50,2,1,0,-,not acept,not furnished,1050
Rio de Janeiro,80,2,1,1,5,acept,not furnished,2400
Belo Horizonte,45,1,1,1,2,not acept,furnished,3000
São Paulo,250,3,3,2,7,acept,not furnished,12750
São Paulo,44,1,1,1,6,not acept,not furnished,3300
São Paulo,50,2,1,1,3,acept,not furnished,4500
São Paulo,156,3,4,2,2,acept,not furnished,2000
São Paulo,42,1,1,1,2,acept,not furnished,2326
Campinas,570,4,6,5,-,acept,not furnished,12000
Campinas,67,2,1,0,-,acept,not furnished,880
São Paulo,264,4,4,6,-,acept,not furnished,6440
São Paulo,350,3,4,4,-,acept,not furnished,3100
São Paulo,54,2,2,1,12,acept,not furnished,2800
Rio de Janeiro,400,2,2,1,7,acept,not furnished,2300
Belo Horizonte,420,4,3,8,-,acept,not furnished,6320
Belo Horizonte,50,1,1,0,1,acept,not furnished,750
São Paulo,93,2,1,1,1,acept,not furnished,2150
São Paulo,350,4,4,2,-,acept,not furnished,10000
São Paulo,135,3,3,2,14,acept,furnished,2690
São Paulo,32,1,1,0,1,not acept,not furnished,1290
Rio de Janeiro,52,1,1,1,3,acept,furnished,2390
São Paulo,250,3,4,2,10,acept,not furnished,10000
São Paulo,60,1,2,2,6,acept,not furnished,3000
Campinas,109,3,1,1,11,acept,not furnished,1150
São Paulo,200,3,3,1,8,acept,not furnished,5800
São Paulo,38,1,1,1,13,acept,furnished,2400
Porto Alegre,30,1,1,1,1,not acept,furnished,1330
São Paulo,215,3,4,4,10,acept,not furnished,12000
São Paulo,340,4,6,4,6,acept,not furnished,9600
Rio de Janeiro,30,1,1,0,4,acept,furnished,2900
São Paulo,850,4,4,8,-,acept,not furnished,12000
São Paulo,90,3,2,1,9,acept,not furnished,1800
São Paulo,180,3,4,4,22,acept,not furnished,12000
Rio de Janeiro,60,1,1,1,1,acept,not furnished,2165
São Paulo,50,2,1,1,7,acept,not furnished,1850
São Paulo,280,3,3,2,-,acept,not furnished,3500
São Paulo,48,1,1,1,3,acept,not furnished,3300
São Paulo,42,1,1,0,6,acept,furnished,1800
Campinas,210,3,3,0,-,acept,not furnished,3050
Campinas,70,2,2,1,-,acept,not furnished,1400
Belo Horizonte,100,3,2,0,-,not acept,not furnished,12000
São Paulo,520,4,6,4,-,acept,not furnished,15000
São Paulo,253,3,3,4,3,acept,not furnished,4500
Belo Horizonte,60,1,1,0,8,acept,not furnished,950
São Paulo,210,3,2,3,-,acept,not furnished,2860
São Paulo,66,2,1,1,3,acept,not furnished,1650
São Paulo,190,3,3,4,-,acept,furnished,12500
São Paulo,17,1,1,0,1,not acept,furnished,2200
Rio de Janeiro,157,3,2,1,2,acept,not furnished,4500
Belo Horizonte,40,1,1,2,11,acept,not furnished,1600
Belo Horizonte,100,3,2,2,11,acept,not furnished,1500
Campinas,238,4,5,4,10,acept,furnished,5000
Belo Horizonte,102,3,2,2,6,acept,not furnished,1100
Campinas,188,2,3,8,-,acept,not furnished,2930
São Paulo,50,1,1,0,-,not acept,not furnished,750
São Paulo,250,3,3,2,3,acept,not furnished,9500
Rio de Janeiro,139,2,2,1,10,acept,furnished,1300
Porto Alegre,125,3,2,2,3,acept,furnished,7700
São Paulo,40,1,1,0,-,not acept,not furnished,1200
São Paulo,65,2,2,1,15,not acept,furnished,7500
Campinas,68,3,2,2,9,acept,not furnished,1500
São Paulo,85,2,1,0,1,acept,not furnished,3100
São Paulo,200,2,5,2,2,not acept,furnished,15000
Rio de Janeiro,94,3,1,1,7,acept,furnished,2600
Porto Alegre,38,1,1,1,9,acept,not furnished,2500
Campinas,105,3,2,2,-,acept,not furnished,2000
Porto Alegre,67,1,1,0,2,acept,not furnished,950
São Paulo,104,3,3,2,3,not acept,furnished,9000
São Paulo,50,2,1,1,12,acept,not furnished,1900
Rio de Janeiro,145,3,3,0,5,acept,not furnished,4500
São Paulo,225,3,2,2,-,acept,not furnished,2300
São Paulo,20,1,1,0,6,acept,furnished,1800
São Paulo,170,4,5,3,14,acept,furnished,5200
São Paulo,30,1,1,1,7,not acept,not furnished,1630
Belo Horizonte,75,3,1,1,4,acept,not furnished,1100
Campinas,75,2,2,1,11,acept,not furnished,1189
São Paulo,250,4,4,3,6,acept,not furnished,6970
São Paulo,120,3,2,0,1,acept,not furnished,2500
Rio de Janeiro,45,1,1,0,6,acept,not furnished,1901
Rio de Janeiro,225,4,4,3,7,not acept,not furnished,7500
São Paulo,245,4,5,4,19,acept,furnished,7000
Porto Alegre,50,1,1,0,10,acept,not furnished,1350
São Paulo,350,3,4,2,-,acept,furnished,7000
Rio de Janeiro,117,3,4,1,2,acept,not furnished,4870
Belo Horizonte,80,1,2,0,2,acept,not furnished,1100
São Paulo,340,3,4,5,20,acept,not furnished,9800
São Paulo,60,2,1,0,3,acept,not furnished,1000
São Paulo,250,3,2,8,-,acept,not furnished,5950
São Paulo,45,1,1,0,-,not acept,not furnished,1160
São Paulo,57,2,1,1,3,acept,not furnished,1100
São Paulo,30,1,1,1,8,not acept,furnished,3500
Campinas,70,2,2,1,9,acept,not furnished,1500
São Paulo,55,2,2,1,5,acept,not furnished,1850
São Paulo,35,1,1,0,-,not acept,not furnished,1800
São Paulo,75,3,2,2,3,acept,not furnished,2150
São Paulo,156,3,3,5,-,not acept,not furnished,4000
Belo Horizonte,90,2,1,1,4,acept,not furnished,1500
Rio de Janeiro,90,3,2,2,2,acept,furnished,2500
Rio de Janeiro,200,3,2,2,3,acept,not furnished,15000
São Paulo,86,2,1,1,1,acept,not furnished,2372
São Paulo,60,1,1,1,19,acept,not furnished,3500
Porto Alegre,50,1,1,0,1,acept,not furnished,990
São Paulo,108,3,2,2,6,acept,not furnished,5600
São Paulo,48,1,1,1,3,acept,not furnished,2630
São Paulo,100,3,2,1,9,acept,furnished,6502
Campinas,48,1,1,0,4,not acept,not furnished,800
Porto Alegre,67,2,1,1,8,acept,not furnished,1550
Rio de Janeiro,120,3,3,0,6,not acept,furnished,9240
São Paulo,250,4,4,3,-,acept,not furnished,3824
São Paulo,49,1,1,1,5,acept,not furnished,1760
São Paulo,140,1,2,2,1,not acept,furnished,4500
São Paulo,105,2,1,2,5,acept,furnished,3120
Porto Alegre,60,2,1,1,3,acept,not furnished,920
São Paulo,300,4,2,4,27,acept,not furnished,10040
São Paulo,93,2,2,1,2,acept,not furnished,2500
São Paulo,72,2,2,1,1,acept,not furnished,2330
Campinas,60,2,1,1,3,acept,not furnished,820
São Paulo,250,3,4,4,-,acept,furnished,4200
Rio de Janeiro,160,4,3,1,4,acept,furnished,6300
São Paulo,104,2,2,1,6,not acept,furnished,4000
Porto Alegre,66,2,1,1,1,acept,not furnished,1000
Belo Horizonte,148,2,3,3,12,acept,not furnished,15000
São Paulo,1000,4,2,8,-,acept,not furnished,15000
Campinas,120,4,2,1,-,acept,not furnished,1500
Porto Alegre,100,3,3,1,5,not acept,not furnished,3500
Rio de Janeiro,114,2,2,1,7,not acept,not furnished,3600
São Paulo,153,3,4,3,17,acept,furnished,6300
São Paulo,164,3,4,2,13,acept,not furnished,12500
São Paulo,65,2,2,1,-,acept,not furnished,2040
Campinas,270,4,5,0,-,not acept,not furnished,5500
São Paulo,225,4,6,4,4,acept,not furnished,4500
Rio de Janeiro,124,4,2,1,2,acept,not furnished,5900
São Paulo,68,3,1,2,4,acept,not furnished,882
São Paulo,96,3,3,2,1,acept,not furnished,5100
São Paulo,210,4,4,3,-,acept,furnished,4700
São Paulo,750,4,5,6,-,acept,not furnished,13000
São Paulo,70,2,2,2,11,not acept,furnished,2954
Rio de Janeiro,15,1,1,0,-,acept,not furnished,700
São Paulo,33,1,1,1,13,not acept,furnished,3300
Belo Horizonte,311,4,3,3,20,not acept,not furnished,9000
São Paulo,160,3,2,1,5,acept,not furnished,7700
São Paulo,158,3,3,2,8,acept,furnished,3000
Campinas,62,2,1,1,3,acept,not furnished,980
Belo Horizonte,105,3,2,1,3,not acept,not furnished,1200
São Paulo,250,3,4,2,5,acept,furnished,8000
Porto Alegre,47,1,1,1,1,not acept,furnished,2200
São Paulo,90,3,2,0,9,acept,not furnished,2300
São Paulo,295,4,4,4,21,acept,not furnished,9500
São Paulo,133,4,3,0,1,acept,not furnished,3550
São Paulo,220,5,5,4,22,acept,not furnished,8880
São Paulo,70,2,1,1,14,acept,not furnished,2400
Belo Horizonte,101,3,2,2,2,acept,not furnished,2400
Belo Horizonte,320,3,2,5,1,acept,not furnished,2900
Belo Horizonte,802,6,6,8,-,acept,furnished,15000
Rio de Janeiro,28,1,1,0,11,not acept,furnished,2300
Porto Alegre,35,1,1,0,2,acept,not furnished,1170
São Paulo,115,3,1,2,5,acept,not furnished,4300
Rio de Janeiro,70,2,2,1,10,acept,furnished,4200
Rio de Janeiro,157,3,3,2,10,acept,not furnished,3800
São Paulo,40,1,1,0,-,not acept,not furnished,750
Rio de Janeiro,205,2,2,0,12,acept,furnished,7000
Belo Horizonte,75,3,2,1,2,acept,not furnished,1600
São Paulo,126,3,2,2,5,acept,not furnished,3650
São Paulo,19,1,1,0,-,not acept,not furnished,1200
São Paulo,130,3,2,2,1,acept,furnished,3500
São Paulo,360,5,4,0,7,not acept,not furnished,3000
São Paulo,102,2,1,0,1,acept,not furnished,1700
São Paulo,290,3,3,1,5,acept,not furnished,2500
São Paulo,47,2,1,1,1,not acept,not furnished,1150
São Paulo,130,2,1,1,1,acept,not furnished,2200
Porto Alegre,75,3,2,1,2,acept,not furnished,1500
Rio de Janeiro,84,2,1,0,2,acept,not furnished,1700
São Paulo,25,1,1,1,16,not acept,furnished,2200
São Paulo,36,1,1,0,3,acept,furnished,2500
Belo Horizonte,260,4,3,3,4,acept,furnished,3300
Rio de Janeiro,140,4,3,1,8,acept,not furnished,7500
São Paulo,400,4,3,2,-,acept,not furnished,5650
São Paulo,47,1,1,0,2,acept,not furnished,1490
Rio de Janeiro,240,4,4,2,2,acept,furnished,12500
São Paulo,800,4,2,6,-,acept,furnished,15000
São Paulo,160,3,4,2,3,acept,not furnished,8500
Rio de Janeiro,103,3,1,0,2,acept,not furnished,3500
São Paulo,55,2,2,1,17,not acept,not furnished,1680
São Paulo,300,4,4,5,11,acept,not furnished,11000
São Paulo,67,1,1,1,1,acept,not furnished,3120
São Paulo,175,3,5,3,15,acept,not furnished,7650
Rio de Janeiro,100,2,3,1,7,acept,furnished,3170
Campinas,80,3,1,0,6,acept,not furnished,1000
Rio de Janeiro,60,2,1,1,4,acept,not furnished,1300
Rio de Janeiro,154,3,2,0,2,acept,furnished,12000
São Paulo,120,3,3,3,11,acept,not furnished,2500
Campinas,160,2,1,2,-,acept,not furnished,3950
Belo Horizonte,105,3,2,2,3,acept,not furnished,3700
São Paulo,110,2,2,0,-,not acept,furnished,3500
Rio de Janeiro,58,1,1,1,11,acept,not furnished,1050
São Paulo,60,3,1,0,3,acept,not furnished,1700
Rio de Janeiro,80,2,1,0,2,not acept,not furnished,2900
Porto Alegre,35,1,1,0,1,acept,not furnished,1170
São Paulo,22,1,1,0,1,not acept,furnished,900
Porto Alegre,93,3,1,0,1,not acept,not furnished,2400
Belo Horizonte,263,3,4,4,15,acept,not furnished,13000
São Paulo,150,3,1,2,-,acept,not furnished,3600
São Paulo,20,1,1,0,5,acept,furnished,1800
São Paulo,250,4,2,1,-,acept,furnished,3500
São Paulo,510,4,6,4,9,acept,furnished,5000
São Paulo,57,2,2,2,10,acept,not furnished,1950
Campinas,58,2,1,1,1,acept,furnished,2400
Belo Horizonte,200,3,3,1,2,acept,not furnished,2100
São Paulo,387,4,6,4,1,acept,not furnished,6400
Rio de Janeiro,200,4,2,2,-,acept,not furnished,4500
Porto Alegre,52,2,1,1,4,not acept,not furnished,900
São Paulo,275,3,3,1,11,acept,furnished,8850
Rio de Janeiro,76,2,2,2,8,acept,not furnished,2740
São Paulo,70,1,2,6,-,acept,not furnished,3290
Porto Alegre,68,3,2,1,4,acept,furnished,2200
São Paulo,108,2,2,1,9,acept,not furnished,5500
Porto Alegre,114,3,1,0,3,acept,not furnished,1700
Porto Alegre,90,2,2,1,2,acept,not furnished,1900
Rio de Janeiro,20,1,1,0,5,acept,not furnished,500
Belo Horizonte,51,3,1,1,2,acept,not furnished,1000
Belo Horizonte,550,5,5,3,-,acept,not furnished,14000
Porto Alegre,36,1,1,1,4,acept,not furnished,650
São Paulo,230,3,4,4,6,not acept,not furnished,11500
São Paulo,35,1,1,1,-,acept,not furnished,1500
Porto Alegre,700,8,8,4,-,acept,not furnished,12000
São Paulo,140,3,2,1,1,acept,furnished,6000
Porto Alegre,77,2,2,2,4,acept,not furnished,2000
São Paulo,75,2,1,1,2,acept,not furnished,1500
Porto Alegre,110,4,1,1,3,acept,not furnished,2200
Rio de Janeiro,29,1,1,0,2,acept,furnished,1341
Rio de Janeiro,84,3,1,1,3,acept,not furnished,1500
São Paulo,132,3,5,2,13,not acept,furnished,10990
Rio de Janeiro,170,2,2,1,7,acept,not furnished,4900
Porto Alegre,26,1,1,0,1,acept,not furnished,800
Campinas,73,3,1,1,4,acept,not furnished,850
Belo Horizonte,114,2,2,1,3,acept,not furnished,1600
Rio de Janeiro,68,2,2,1,16,acept,not furnished,2000
Campinas,82,1,1,1,-,acept,not furnished,1200
Belo Horizonte,30,1,1,0,1,not acept,not furnished,1200
Porto Alegre,69,2,2,1,9,acept,not furnished,2100
São Paulo,33,1,1,1,19,not acept,furnished,3413
São Paulo,84,2,2,1,14,acept,not furnished,5300
Campinas,620,5,6,4,17,acept,not furnished,4860
São Paulo,90,3,2,1,10,acept,not furnished,3090
São Paulo,284,4,5,5,-,acept,not furnished,5500
Campinas,268,3,4,4,-,acept,not furnished,3500
São Paulo,100,3,4,4,-,acept,not furnished,3600
Rio de Janeiro,24,1,1,1,11,acept,not furnished,1420
São Paulo,64,2,1,1,24,not acept,not furnished,1817
São Paulo,34,1,1,1,14,acept,not furnished,2800
Rio de Janeiro,86,2,1,0,3,acept,furnished,2400
São Paulo,54,1,1,1,18,acept,not furnished,7500
Belo Horizonte,128,3,2,2,2,acept,not furnished,1400
Belo Horizonte,250,2,3,2,-,acept,not furnished,3500
Campinas,295,7,6,4,-,not acept,furnished,6200
Rio de Janeiro,80,3,2,1,8,acept,not furnished,2500
São Paulo,500,3,3,5,-,acept,furnished,15000
São Paulo,120,1,2,0,-,acept,not furnished,761
Campinas,136,3,2,1,6,acept,not furnished,1274
Rio de Janeiro,170,3,2,2,13,acept,furnished,2500
Belo Horizonte,386,3,4,8,-,acept,not furnished,6500
São Paulo,19,1,1,0,-,not acept,not furnished,1200
São Paulo,550,4,6,4,1,acept,furnished,14000
São Paulo,384,3,5,3,-,acept,not furnished,10000
Porto Alegre,48,1,1,0,4,acept,not furnished,750
São Paulo,98,2,1,1,4,acept,not furnished,3080
Belo Horizonte,50,2,1,1,1,acept,not furnished,1100
São Paulo,53,2,2,1,9,not acept,not furnished,2100
São Paulo,32,1,1,0,1,acept,not furnished,1990
São Paulo,47,1,2,1,11,acept,not furnished,3200
São Paulo,65,2,1,1,3,acept,not furnished,1440
São Paulo,56,1,1,2,7,not acept,furnished,3958
Rio de Janeiro,140,2,2,1,5,not acept,not furnished,3950
São Paulo,45,1,1,0,1,not acept,not furnished,1100
Rio de Janeiro,21,1,1,0,11,acept,not furnished,1200
São Paulo,70,2,2,0,2,acept,furnished,5500
São Paulo,120,2,3,2,5,acept,furnished,11500
Rio de Janeiro,90,2,2,0,5,acept,not furnished,3700
Porto Alegre,25,1,1,0,3,acept,not furnished,2000
São Paulo,198,4,2,0,-,acept,not furnished,4000
Rio de Janeiro,80,2,2,1,4,not acept,furnished,5000
São Paulo,40,1,1,1,5,not acept,not furnished,2800
Belo Horizonte,53,2,1,1,2,acept,not furnished,1000
Rio de Janeiro,75,2,2,1,8,acept,not furnished,2300
Rio de Janeiro,60,2,1,0,2,acept,not furnished,1300
São Paulo,142,3,2,2,6,acept,furnished,5440
Rio de Janeiro,160,3,2,2,3,acept,not furnished,7609
Rio de Janeiro,26,1,1,0,9,acept,not furnished,1600
São Paulo,81,1,1,1,8,acept,not furnished,1150
Rio de Janeiro,50,1,1,0,2,acept,furnished,1900
Belo Horizonte,62,2,1,1,3,acept,not furnished,1050
Belo Horizonte,55,1,1,0,-,not acept,not furnished,1020
São Paulo,298,4,6,5,-,acept,furnished,8450
Campinas,55,2,1,1,1,acept,not furnished,720
Rio de Janeiro,82,2,1,1,2,acept,not furnished,1500
São Paulo,40,1,1,1,10,not acept,furnished,2200
Belo Horizonte,106,3,2,2,8,acept,not furnished,2400
São Paulo,335,4,5,5,7,acept,not furnished,4913
São Paulo,60,2,2,1,10,acept,not furnished,3400
São Paulo,128,3,2,1,5,acept,not furnished,3297
São Paulo,250,3,2,4,-,acept,not furnished,6000
São Paulo,500,4,4,5,-,acept,furnished,9240
São Paulo,120,3,3,2,-,acept,not furnished,2750
São Paulo,300,4,4,4,3,acept,not furnished,6500
Rio de Janeiro,33,1,1,0,2,not acept,furnished,2110
São Paulo,177,3,3,4,-,acept,not furnished,4000
Rio de Janeiro,126,3,2,1,6,acept,not furnished,2350
São Paulo,287,4,5,4,5,acept,not furnished,3800
São Paulo,250,3,4,4,-,acept,not furnished,8000
Belo Horizonte,200,3,3,3,-,acept,furnished,4700
Belo Horizonte,235,4,2,4,-,acept,not furnished,4700
São Paulo,247,3,4,5,-,acept,furnished,3400
São Paulo,100,2,1,0,-,acept,not furnished,1800
Rio de Janeiro,230,3,2,1,-,acept,not furnished,3260
São Paulo,350,4,5,4,-,acept,furnished,11000
São Paulo,600,4,6,5,13,acept,not furnished,6000
São Paulo,187,3,2,3,-,not acept,furnished,8400
Rio de Janeiro,32,1,1,0,4,acept,not furnished,3000
São Paulo,40,1,1,0,-,acept,not furnished,920
São Paulo,20,1,1,0,1,not acept,not furnished,1000
São Paulo,250,5,4,3,-,acept,not furnished,3520
São Paulo,210,4,4,4,8,not acept,not furnished,5000
Campinas,46,1,1,1,5,acept,furnished,1950
São Paulo,104,3,3,2,8,not acept,not furnished,4000
São Paulo,32,1,1,0,6,acept,not furnished,1600
Porto Alegre,115,3,2,2,4,acept,not furnished,4500
São Paulo,64,2,1,1,8,acept,furnished,2500
São Paulo,280,4,6,5,28,acept,not furnished,11500
São Paulo,80,2,1,1,6,acept,not furnished,1500
São Paulo,98,2,2,0,8,acept,not furnished,4500
São Paulo,70,2,2,1,2,acept,not furnished,1800
Campinas,40,1,1,1,1,acept,not furnished,1300
Campinas,200,3,2,3,-,acept,not furnished,2000
Campinas,600,4,6,3,-,acept,not furnished,5500
São Paulo,65,2,2,1,20,acept,furnished,4900
São Paulo,320,4,5,3,-,acept,not furnished,5000
São Paulo,50,2,1,1,2,not acept,not furnished,1150
Porto Alegre,42,1,1,1,1,acept,furnished,2400
Porto Alegre,71,2,1,0,-,acept,not furnished,1600
São Paulo,50,1,1,0,2,not acept,not furnished,720
Belo Horizonte,160,3,3,2,2,acept,not furnished,1700
Porto Alegre,70,2,1,0,3,acept,not furnished,1500
São Paulo,187,3,4,3,14,acept,not furnished,14000
São Paulo,186,4,5,4,11,acept,not furnished,4100
Campinas,76,2,1,0,2,acept,not furnished,700
São Paulo,50,2,1,1,2,not acept,furnished,1650
São Paulo,260,4,5,4,9,acept,furnished,3300
Belo Horizonte,200,4,3,2,-,acept,not furnished,15000
São Paulo,35,1,1,0,18,acept,not furnished,1850
São Paulo,130,2,2,2,3,acept,not furnished,6200
São Paulo,20,1,1,0,-,acept,furnished,1800
Porto Alegre,78,2,1,0,2,acept,not furnished,1380
Porto Alegre,50,2,1,0,-,not acept,not furnished,750
Belo Horizonte,476,3,2,2,-,not acept,not furnished,6100
São Paulo,68,2,2,1,18,acept,not furnished,3400
Rio de Janeiro,110,2,2,1,14,acept,not furnished,1400
São Paulo,52,2,2,1,5,not acept,furnished,4000
São Paulo,360,3,5,3,14,not acept,not furnished,12500
Campinas,70,3,2,1,3,acept,furnished,1300
Belo Horizonte,500,4,4,6,-,acept,not furnished,15000
Porto Alegre,96,3,1,0,2,acept,not furnished,1000
São Paulo,54,2,2,1,11,acept,not furnished,2800
São Paulo,41,1,1,1,16,acept,furnished,2387
Rio de Janeiro,130,3,2,1,5,acept,not furnished,2820
São Paulo,87,2,2,1,4,acept,not furnished,6675
São Paulo,340,3,5,5,-,acept,not furnished,6000
Rio de Janeiro,120,3,1,1,2,acept,not furnished,2200
São Paulo,90,2,1,2,-,acept,not furnished,1480
São Paulo,55,1,1,1,14,not acept,furnished,4950
Belo Horizonte,160,3,2,2,4,not acept,not furnished,3100
Belo Horizonte,30,1,1,1,1,not acept,not furnished,900
Belo Horizonte,103,3,2,1,3,not acept,not furnished,1400
Belo Horizonte,45,1,1,1,7,not acept,not furnished,1500
São Paulo,300,4,3,8,-,acept,not furnished,4500
São Paulo,72,2,2,2,7,acept,not furnished,3700
Porto Alegre,70,3,2,0,2,acept,furnished,2240
Rio de Janeiro,133,1,2,1,6,acept,furnished,7000
São Paulo,50,2,1,0,3,acept,furnished,1449
Porto Alegre,69,3,1,1,5,acept,not furnished,1100
Porto Alegre,42,1,2,1,6,acept,not furnished,2000
Belo Horizonte,55,2,2,1,5,acept,not furnished,1300
São Paulo,117,3,2,2,10,acept,furnished,2400
São Paulo,56,2,1,1,13,acept,not furnished,2540
Rio de Janeiro,50,1,1,1,5,acept,not furnished,1000
São Paulo,450,4,6,4,-,acept,not furnished,10000
São Paulo,62,3,1,1,8,acept,not furnished,1260
São Paulo,300,5,3,1,-,acept,not furnished,10000
São Paulo,141,3,3,1,1,acept,furnished,3800
Porto Alegre,44,1,1,0,1,not acept,not furnished,950
Rio de Janeiro,40,1,1,0,3,acept,not furnished,2400
São Paulo,230,2,1,8,-,acept,not furnished,4500
São Paulo,278,4,3,3,3,acept,not furnished,10000
São Paulo,35,1,1,0,-,acept,not furnished,1100
São Paulo,130,3,2,2,-,acept,not furnished,3400
São Paulo,264,4,4,4,9,acept,not furnished,14450
Belo Horizonte,93,3,2,0,17,acept,not furnished,1750
São Paulo,69,3,2,2,6,not acept,not furnished,2200
Rio de Janeiro,72,2,1,1,7,acept,not furnished,1800
São Paulo,66,2,1,1,5,not acept,not furnished,2000
São Paulo,44,1,1,1,1,acept,not furnished,1400
Belo Horizonte,227,3,4,1,12,not acept,not furnished,2550
Porto Alegre,100,2,1,1,3,acept,furnished,3400
São Paulo,90,2,2,0,2,not acept,not furnished,1800
São Paulo,20,1,1,0,-,acept,furnished,1800
São Paulo,70,1,1,1,2,not acept,furnished,2600
São Paulo,135,2,3,3,8,acept,furnished,4200
São Paulo,450,4,4,6,-,acept,not furnished,9000
São Paulo,217,3,1,1,-,acept,furnished,3000
São Paulo,300,4,5,4,7,not acept,not furnished,3200
